hhmem_number;male_adults_over_65;female_adults_over_65;male_adults_15_65;female_adults_15_65;male_children_5_14;female_children_5_14;male_children_0_4;female_children_0_4;dep_ratio;head_age;head_age_cat;head_gender;head_education;incsource_biggest1;incsource_biggest2;hh_income_perc_cocoa;hh_income_perc_othercrops;hh_income_perc_livestock;hh_income_perc_fish;hh_income_perc_bushproducts;hh_income_perc_farmlabour;hh_income_perc_nonaglabour;hh_income_perc_smallbusiness;hh_income_perc_comp;hh_income_perc_govt;hh_income_perc_landsalelease;hh_income_perc_remittances;hh_income_perc_other;n_crops_produced;n_crops_sold;crops_important1;crops_important2;all_land_known_yn;all_land_cultivated_ha;all_land_owned_ha;all_land_leased_ha;all_land_scrop_abunu_ha;all_land_scrop_abusa_ha;all_land_fallow_ha;all_land_numlandparcels;all_land_leasedout_yn;all_land_leasedout_landunit_ha;cocoa_land_known_yn;cocoa_land_used_ha;cocoa_land_used_morethan5_ha;cocoa_land_owned_ha;cocoa_land_leased_ha;cocoa_land_scrop_abunu_ha;cocoa_land_scrop_abusa_ha;cocoa_land_numlandparcels;cocoa_intercrop_yn;cocoa_prod_known_yn;cocoa_prod_total_kgs;cocoa_prod_total_kgsha;cocoa_valueproduction_usd;cocoa_valueproduction_usd_ha;cocoa_gfert_yn;cocoa_lfert_yn;cocoa_herb_yn;cocoa_pest_yn;cocoa_fung_yn;cocoa_ferment_yn;cocoa_marketing_income_yn;cocoa_marketing_income_usd;cocoa_marketing_income_usdha;cocoa_certification_yn;cocoa_certification_clean_yn;cocoa_prodgroup_hhmem;cocoa_credit_yn;loan_lastyear_yn;loan_amount_usd;ls_dairy_cattle;ls_cows_bulls;ls_horses_donkeys_mules;ls_goats;ls_pigs;ls_rabbits;ls_grasscutter;ls_sheep;ls_chickens;ls_other_poultry;ls_other;foodsec1;foodsec2;foodsec3;foodsec4;foodsec5;foodsec6;foodsec7;foodsec8;foodsec9;foodsec10;foodsec11;foodsec12;instanceid;hh_income_1;hh_income_2;hh_income_3;hh_income_4;hh_income_5;hh_income_6;hh_income_7;hh_income_8;hh_income_9;hh_income_10;hh_income_11;hh_income_12;hh_income_13;n_hh_incomes;dhs;dhs_combined;dhs_quintile;PPI_SCORE;PPI_100_Nat;PPI_125dollar_day;PPI_200dollar_day;PPI_250dollar_day;PPI_190dollar_day;PPI_310dollar_day;non_cocoa_land;share_cocoa_land
4;0;0;1;2;0;0;0;1;0,33333334;52;6;1;2;1;13;0,35;0;0;0;0;0;0;0,65;0;0;0;0;0;8;1;10;48;1;3,035147;3,035147;1,6187451;1,0117157;0;0,40468627;2;0;;1;1,6187451;1,6187451;0;1,6187451;0;0;1;0;1;352;217,4524;610,4615;377,1202;0;1;0;1;1;1;1;574,552;354,93668;1;1;1;0;1;156,696;1;1;1;1;1;1;1;3;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:86aea2bf-e335-498d-987c-508a839be8b1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0,4392871;-0,28634197;2;53;7,2;0,4;2,5;6,8;1;9,5;1,4164019;0,53333336
5;0;0;1;1;2;1;0;0;1,5;46;6;1;2;2;2;0,1;0,85;0;0;0;0;0;0;0;0;0;0,05;0;4;4;30;8;1;2,832804;1,2140588;0;1,6187451;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;2;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;uuid:2d72a019-b5f2-4a67-bc37-221c9e084b47;1;1;0;0;0;0;0;0;0;0;0;1;0;3;0,14245583;-0,47868863;2;46;11,7;0,6;5,3;12,8;2,4;16,1;;
4;0;1;3;0;0;0;0;0;0,33333334;70;8;2;2;2;1;0,45;0,55;0;0;0;0;0;0;0;0;0;0;0;7;4;29;10;1;;;;;;;2;0;;1;4,0468626;2,0234313;4,0468626;0;0;0;2;1;0;;;;;0;1;0;1;0;1;;;;0;0;0;0;1;470,088;1;1;1;3;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:5366f4df-f5af-4662-bf08-2fc4248baf2d;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;58;4,3;0,3;2,2;5,1;0,9;5,8;;
7;0;0;2;1;2;1;0;1;1,3333334;40;5;1;2;2;2;0;0,95;0;0;0;0;0;0,05;0;0;0;0;0;4;3;30;35;1;2,832804;4,856235;0;0;0;2,0234313;1;1;0,80937254;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:304a563f-f9d0-4984-824f-f9071bf72f61;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0,01885722;-0,55878055;1;34;40,2;7,2;27,1;41,3;16,5;45,4;;
4;0;0;2;1;1;0;0;0;0,33333334;59;7;1;2;2;1;0,15;0,7;0,05;0;0;0;0;0;0;0;0;0,1;0;2;2;20;10;1;2,4281175;2,0234313;0;0;0;0,40468627;4;0;;1;1,2140588;0;1,2140588;0;0;0;2;1;1;;;;;0;1;1;1;1;1;;;;2;0;0;0;0;;1;1;1;2;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:8faced60-9735-4d27-b745-d10f8f55560d;1;1;1;0;0;0;0;0;0;0;0;1;0;4;0,8200215;-0,039626062;3;53;7,2;0,4;2,5;6,8;1;9,5;1,2140588;0,5
7;0;0;2;0;2;2;1;0;2,5;42;5;1;0;8;2;0,2;0,3;0;0;0;0;0;0,5;0;0;0;0;0;4;3;8;35;1;2,832804;0;1,2140588;1,6187451;0;0,80937254;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;4;1;1;1;3;3;2;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:f8349e2a-f4a4-4c7b-b4d3-92cd6128e389;1;1;0;0;0;0;0;1;0;0;0;0;0;3;-0,19066136;-0,69454855;1;37;29;3,7;16,2;31,4;7,9;35,4;;
6;1;0;3;2;0;0;0;0;0,2;67;8;1;4;8;1;0,3;0,25;0;0;0;0;0;0,35;0;0;0;0,1;0;10;4;10;20;0;;;;;;;;;;1;6,2726374;5,2609215;;;;;2;1;1;960;182,47754;1664,8949;316,4645;0;0;1;1;0;1;0;;;2;0;1;0;1;125,3568;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:fc6cbe54-7761-46b2-bf39-977c7805670f;1;1;0;0;0;0;0;1;0;0;0;1;0;4;;;;62;2,2;0;1;2,1;0,4;2,9;;
6;0;0;0;1;0;1;3;1;5;60;7;2;0;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;5;3;10;35;1;1,4112;0;0,3528;1,0584;0;0,1764;7;;;1;1,0584;0,5292;0;0;1,0584;0;6;0;1;384,00003;725,6236;665,95807;1258,4241;1;0;0;1;0;1;;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:8a09b452-c4f4-4472-80fc-83505b1a5038;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,30255097;-0,37494698;2;44;19,6;2,5;11,6;20,7;5,1;24;0,3528;0,75
10;0;0;2;1;3;1;1;2;2,3333333;65;7;1;2;1;8;0,6;0,1;0;0;0;0;0;0,3;0;0;0;0;0;5;3;10;35;0;;;;;;;;;;1;12,949961;12,140588;;;;;3;1;1;960;79,0736;1664,895;137,13463;1;1;1;1;1;1;0;;;0;0;1;0;0;;1;1;1;3;1;1;1;1;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:9e3b4933-9a06-49c4-8f6f-db87fc82aac6;1;1;0;0;0;0;0;1;0;0;0;0;0;3;;;;52;7,2;0,4;2,5;6,8;1;9,5;;
11;0;0;2;2;0;3;2;2;1,75;62;7;1;2;1;2;0,5;0,15;0;0;0;0;0;0,2;0;0;0;0,15;0;7;5;10;29;1;11,735902;12,949961;0;0;0;1,2140588;1;0;;1;8,093725;6,8796663;8,093725;0;0;0;1;1;1;1920,0001;279,0833;3329,79;484,00458;1;0;1;1;1;1;1;2611,6;379,61145;2;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:7404db88-af27-4ab8-a344-b445be766000;1;1;0;0;0;0;0;1;0;0;0;1;0;4;1,2525041;0,24062267;3;49;11,7;0,6;5,3;12,8;2,4;16,1;3,6421766;0,6896552
4;0;0;2;1;0;1;0;0;0,33333334;34;4;1;2;1;2;0,75;0,25;0;0;0;0;0;0;0;0;0;0;0;4;4;10;35;1;8,093725;8,093725;0;0;0,80937254;3,2374902;3;0;;1;4,856235;1,6187451;4,856235;0;0;0;3;1;1;448;276,7576;776,951;479,97116;1;0;1;0;0;1;0;;;1;1;0;0;0;;1;1;2;3;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:d67eb26f-0a90-4f00-92c4-4b677c61cc78;1;1;0;0;0;0;0;0;0;0;0;0;0;2;-0,12683186;-0,65318704;1;54;7,2;0,4;2,5;6,8;1;9,5;3,2374902;0,59999996
4;1;0;0;1;1;1;0;0;3;68;8;1;2;1;2;0,4;0,3;0,2;0;0;0;0;0,1;0;0;0;0;0;2;2;10;30;1;8,093725;8,093725;0;0;0;0;2;0;;1;8,093725;0;8,093725;0;0;0;2;1;1;;;;;1;1;1;1;1;1;1;1697,54;;1;1;0;0;0;;1;1;1;4;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:54c13573-b003-4979-82e8-001167e88e84;1;1;1;0;0;0;0;1;0;0;0;0;0;4;0,45433986;-0,27658778;2;52;7,2;0,4;2,5;6,8;1;9,5;0;1
4;0;0;1;2;0;1;0;0;0,33333334;39;5;1;2;1;2;0,75;0,2;0,05;0;0;0;0;0;0;0;0;0;0;7;3;10;35;1;7,689039;7,689039;0;0;0;1,2140588;3;0;;1;5,665608;5,2609215;5,665608;0;0;0;3;1;1;960;182,47754;1664,8949;316,4645;0;0;0;0;0;1;1;1664,895;316,46454;1;1;0;0;1;130,58;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:3599ea9a-b600-41fe-91b5-f78d0eb175a2;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,5016605;-0,24592398;2;58;4,3;0,3;2,2;5,1;0,9;5,8;2,0234313;0,7368421
6;0;0;3;3;0;0;0;0;0;61;7;1;2;1;2;0,6;0,15;0;0;0;0;0;0,25;0;0;0;0;0;6;5;10;35;1;4,0468626;4,0468626;0;0;0;0;4;0;;1;2,832804;2,832804;2,832804;0;0;0;2;1;1;960;338,88684;1664,8949;587,7198;0;1;0;1;0;1;1;470,088;165,94443;1;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:93bffc98-f3f3-4d65-9d7c-c87ab164ff02;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,8860282;0,003146255;3;51;7,2;0,4;2,5;6,8;1;9,5;1,2140586;0,70000005
4;0;1;1;2;0;0;0;0;0,33333334;67;8;2;0;12;1;0,3;0,1;0;0;0;0;0;0;0;0;0;0,6;0;7;4;10;35;0;;;;;;;;;;0;;;;;;;;1;1;;;;;1;1;1;1;1;1;0;;;1;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:87ac14fb-ce03-46bc-8b88-2906f3933fe3;1;1;0;0;0;0;0;0;0;0;0;1;0;3;;;;67;1,1;0;0,2;0,7;0,1;1,3;;
11;0;2;4;1;4;0;0;0;1,2;56;7;1;3;8;1;0,4;0;0;0;0;0;0;0,6;0;0;0;0;0;6;1;10;48;1;4,0468626;5,2609215;0;0;0;1,2140588;3;0;;1;4,0468626;4,0468626;4,0468626;0;0;0;2;1;1;1088;268,85025;1886,881;466,25772;1;0;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:a695c72a-170a-4ce1-af02-62986d56e365;1;0;0;0;0;0;0;1;0;0;0;0;0;2;1,5575696;0,4383051;3;59;4,3;0,3;2,2;5,1;0,9;5,8;0;1
4;0;0;2;1;0;1;0;0;0,33333334;40;5;1;2;10;12;0;0;0;0;0;0;0;0;0,080000006;0,90000004;0;0,020000001;0;0;0;49;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;600,668;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:77fdb5a9-7c4a-4b1c-8b36-7194f3fa65fe;0;0;0;0;0;0;0;0;1;1;0;1;0;3;;;;67;1,1;0;0,2;0,7;0,1;1,3;;
3;1;0;0;1;0;1;0;0;2;71;8;1;4;10;1;0,2;0;0;0;0;0;0;0,05;0;0,6;0;0,15;0;4;1;10;35;1;1,6187451;1,6187451;0;0;0;0;3;0;;1;1,6187451;1,2140588;1,6187451;0;0;0;3;1;1;447,99997;369,01013;776,9509;639,96155;0;0;0;1;1;1;0;;;1;0;1;0;0;;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:7b4ee01a-edc5-4bda-b91f-f6b7e33658f6;1;0;0;0;0;0;0;1;0;1;0;1;0;4;1,1401422;0,16781215;3;81;0;0;0;0;0;0;0;1
8;0;0;2;1;3;1;1;0;1,6666666;42;5;1;0;1;2;0,4;0,4;0,2;0;0;0;0;0;0;0;0;0;0;7;7;10;8;1;0,441;0;0;0,441;0;0,441;1;;;1;0,441;0,30870003;0;0;0,441;0;1;1;1;;;;;1;1;0;1;0;1;;;;1;0;1;1;0;;1;1;1;3;1;1;1;4;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:c6c370df-f9b6-4900-8abe-b4cc7540f1da;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,31940675;-0,36402443;2;34;40,2;7,2;27,1;41,3;16,5;45,4;0;1
5;0;0;0;3;0;2;0;0;0,6666667;35;4;2;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;2;24;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15,6696;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:c621a9c6-f0c0-46ed-90e9-b835d6b40783;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;31;40,2;7,2;27,1;41,3;16,5;45,4;;
5;0;0;2;1;1;1;0;0;0,6666667;40;5;1;2;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;7;7;10;35;1;2,0234313;0;0;2,0234313;0;0;2;;;1;1,6187451;1,2140588;0;0;1,6187451;0;1;1;1;960;790,736;1664,895;1371,3463;0;1;0;1;1;1;1;313,392;258,13577;1;0;0;0;1;26,116;1;1;2;3;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:5fc39f6b-7461-49ef-9b96-b638a7ec5c28;1;1;0;0;0;0;0;0;0;0;0;0;0;2;-0,1144577;-0,6451686;1;46;11,7;0,6;5,3;12,8;2,4;16,1;0,4046862;0,8
5;0;0;3;1;1;0;0;0;0,25;51;6;1;1;1;2;0,6;0,3;0;0;0;0;0;0,1;0;0;0;0;0;2;2;35;8;1;0,80937254;0,80937254;0;0;0;0,40468627;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:7d289a59-3435-40be-a259-cc331f8e3ef7;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,9195494;0,024868015;3;36;29;3,7;16,2;31,4;7,9;35,4;;
4;0;0;3;1;0;0;0;0;0;65;7;1;2;1;2;0,75;0,25;0;0;0;0;0;0;0;0;0;0;0;10;4;10;5;1;4,0468626;4,0468626;0;0;0;0,40468627;2;0;;1;0,80937254;0,80937254;0,80937254;0;0;0;1;1;1;512;632,5888;887,94403;1097,077;0;1;0;1;1;1;0;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;3;3;2;2;2;3;3;3;3;uuid:d78dffb4-596a-41c7-842e-355894c04683;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,6888003;-0,12465742;2;59;4,3;0,3;2,2;5,1;0,9;5,8;3,2374902;0,2
3;0;0;1;1;1;0;0;0;0,5;65;7;1;2;1;0;0,9;0,1;0;0;0;0;0;0;0;0;0;0;0;9;7;10;35;1;3,2374902;3,2374902;0;0;0;0,80937254;2;0;;1;2,4281175;1,2140588;2,4281175;0;0;0;1;1;1;768;632,5888;1331,916;1097,077;1;1;1;1;1;1;0;;;0;0;0;0;1;261,16;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;uuid:45babfcc-fa10-4bd4-97b8-ff50bfd0e9cc;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,81262267;-0,04442051;3;54;7,2;0,4;2,5;6,8;1;9,5;0,80937266;0,74999994
5;0;0;2;2;0;1;0;0;0,25;51;6;1;2;1;3;0,5;0,1;0,3;0;0;0;0;0;0;0;0;0,1;0;3;3;10;8;1;1,2140588;1,2140588;0;0;0;0;1;0;;0;;;;;;;;1;1;;;;;0;0;0;1;0;1;;;;1;1;0;0;0;;1;1;1;1;1;1;1;2;1;1;1;3;3;2;2;3;3;3;2;2;3;3;3;uuid:94e5802c-5ce7-4712-a7f7-01748f9f6651;1;1;1;0;0;0;0;0;0;0;0;1;0;4;1,0686369;0,12147671;3;53;7,2;0,4;2,5;6,8;1;9,5;;
1;0;0;0;1;0;0;0;0;0;47;6;2;2;1;2;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;6;6;10;24;1;9,71247;11,331216;0;0;0;1,6187451;7;0;;1;5,2609215;;5,2609215;0;0;0;3;1;1;;;;;0;1;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;uuid:61046846-5497-492f-8cc8-8d6b903018a7;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,20155612;-0,44039163;2;62;2,2;0;1;2,1;0,4;2,9;4,4515486;0,5416667
3;0;0;0;1;1;1;0;0;2;44;5;2;2;1;8;0,55;0,05;0;0;0;0;0;0,4;0;0;0;0;0;3;3;10;35;1;0,882;1,4112;0;0;0;0,5292;3;0;;1;0,5292;0,42336;0,5292;0;0;0;2;1;1;320;755,8579;554,965;1310,8584;1;1;0;1;0;1;;;;1;1;0;0;1;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:8f2fe60c-3997-4742-bd6e-8fd2fb82e1e0;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,3539119;-0,3416651;2;51;7,2;0,4;2,5;6,8;1;9,5;0,3528;0,6
2;0;0;1;1;0;0;0;0;0;45;5;2;1;1;2;0,45;0,3;0;0;0;0;0;0,25;0;0;0;0;0;4;3;10;8;1;2,4281175;0,80937254;0;1,6187451;0;0;2;0;;1;2,4281175;1,2140588;0,80937254;0;1,6187451;0;2;1;1;384,00003;316,29443;665,95807;548,5386;0;0;0;0;0;1;0;;;2;0;0;0;0;;1;1;1;2;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:ad50b25f-132c-44b4-9ea9-c81e5df183da;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,40654525;-0,3075587;2;64;2,2;0;1;2,1;0,4;2,9;0;1
5;0;0;4;1;0;0;0;0;0;64;7;1;2;1;2;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;2;2;10;35;0;;;;;;;;;;1;2,0234313;0;;;;;1;1;1;;;;;0;1;1;1;0;1;0;;;2;0;0;0;0;;1;1;1;3;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;uuid:bfb2425a-4811-4861-b1bb-fdb60dd1fe7e;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;57;4,3;0,3;2,2;5,1;0,9;5,8;;
4;0;1;1;1;0;1;0;0;1;35;4;1;3;12;1;0,15;0;0;0;0;0;0;0;0,5;0;0;0,35;0;1;1;10;;1;2,832804;4,856235;0;0;0;2,0234313;3;0;;1;2,832804;2,0234313;2,832804;0;0;0;3;0;0;;;;;0;1;0;1;1;1;;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:e54304aa-8ee2-4477-97b3-037154e58e11;1;0;0;0;0;0;0;0;1;0;0;1;0;3;0,525671;-0,23036519;2;55;4,3;0,3;2,2;5,1;0,9;5,8;0;1
8;0;0;3;5;0;0;0;0;0;52;6;1;3;1;2;0,6;0,15;0,02;0;0;0;0;0,23;0;0;0;0;0;5;4;10;35;1;7,284353;5,665608;0;1,6187451;0;0,80937254;3;0;;1;4,856235;3,2374902;4,856235;0;0;0;1;1;1;1599,9999;494,20996;2774,8247;857,0913;0;1;0;1;1;1;0;;;0;0;0;0;0;;1;1;1;3;1;1;2;4;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:9cf43a20-2e54-4b10-a931-a90ff6d5dbb0;1;1;1;0;0;0;0;1;0;0;0;0;0;4;-0,14361082;-0,6640598;1;41;19,6;2,5;11,6;20,7;5,1;24;2,4281178;0,6666666
9;0;0;1;2;3;2;1;0;2;62;7;2;2;12;1;0,2;0;0;0;0;0;0;0,35;0;0;0;0,45;0;7;3;10;48;1;2,832804;3,2374902;0;0;0;0,40468627;1;0;;1;2,832804;0,80937254;2,832804;0;0;0;1;1;1;160;197,684;277,4825;342,83658;0;0;0;1;1;1;1;261,16;322,6697;2;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;2;2;3;3;3;3;3;uuid:03f05a76-ba64-4522-ba6b-2ff0df53d8a5;1;0;0;0;0;0;0;1;0;0;0;1;0;3;0,34816015;-0,34539223;2;18;66,8;24,5;55,2;71,5;39,9;74,7;0;1
3;0;0;2;1;0;0;0;0;0;65;7;1;2;1;2;0,7;0,3;0;0;0;0;0;0;0;0;0;0;0;6;5;10;8;1;2,4281175;2,4281175;0;0;0;0;2;0;;1;2,0234313;2,0234313;2,0234313;0;0;0;1;0;1;768;379,55328;1331,916;658,2462;0;0;0;1;0;1;1;1331,916;658,2462;1;1;0;0;1;130,58;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:fc9909d0-4320-4651-bdda-4a043a27ce49;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,51540893;-0,23701501;2;58;4,3;0,3;2,2;5,1;0,9;5,8;0,4046862;0,8333334
4;0;0;3;1;0;0;0;0;0;50;6;2;5;2;2;0,1;0,5;0,2;0;0;0;0;0,1;0;0;0;0,1;0;4;2;8;4;1;3,2374902;2,832804;0;0;0;0,40468627;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;2;1;2;3;3;3;3;3;2;2;3;3;3;3;3;uuid:bad1cffe-24d3-4e4e-a70a-951853210bcd;1;1;1;0;0;0;0;1;0;0;0;1;0;5;0,4884183;-0,25450495;2;49;11,7;0,6;5,3;12,8;2,4;16,1;;
1;0;1;0;0;0;0;0;0;;83;8;2;0;1;12;0,3;0;0;0;0;0;0;0;0;0;0;0,7;0;5;1;10;48;1;2,4281175;3,4398332;0;0;0;1,0117157;1;0;;1;2,4281175;1,2140588;2,4281175;0;0;0;1;1;1;256;210,86295;443,97202;365,69235;0;1;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:5b6c2003-5344-48db-8cda-3e5713d34615;1;0;0;0;0;0;0;0;0;0;0;1;0;2;1,1676234;0,18561997;3;68;1,1;0;0,2;0,7;0,1;1,3;0;1
5;0;0;2;2;1;0;0;0;0,25;64;7;2;1;8;1;0,25;0,2;0;0;0;0;0;0,45;0;0;0;0,1;0;11;5;10;35;1;4,0468626;4,0468626;0;0;0;0;1;0;;1;2,832804;2,0234313;2,832804;0;0;0;1;1;1;959,99994;474,4416;1664,8949;822,80774;0;1;0;1;1;1;0;;;2;0;0;0;1;182,812;1;1;1;2;1;1;1;2;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:76565a4d-c118-4c73-a0d2-710400bea387;1;1;0;0;0;0;0;1;0;0;0;1;0;4;0,019653924;-0,55826426;2;40;19,6;2,5;11,6;20,7;5,1;24;1,2140586;0,70000005
4;0;0;1;1;0;1;1;0;1;50;6;2;0;2;8;0;0,6;0;0;0;0;0;0,4;0;0;0;0;0;6;3;33;24;1;4,0468626;4,0468626;0;0;0;1,6187451;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:66754e28-0b9b-492d-8010-29d5c1682deb;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0,12732497;-0,4884934;2;39;29;3,7;16,2;31,4;7,9;35,4;;
2;1;0;1;0;0;0;0;0;1;71;8;1;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;;1;2,0234313;2,0234313;0;0;0;0;1;0;;1;2,0234313;2,0234313;2,0234313;0;0;0;1;0;1;;;;;0;1;0;1;1;1;1;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:f07a6211-5694-40af-9dda-ee3997ece3fd;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1,4341439;0,35832524;3;65;1,1;0;0,2;0,7;0,1;1,3;0;1
4;0;0;2;1;0;1;0;0;0,33333334;48;6;1;3;1;2;0,7;0,2;0;0;0;0;0;0,1;0;0;0;0;0;4;4;10;35;1;8,093725;8,093725;0;0;0;0,80937254;3;0;;1;6,4749804;4,451549;6,4749804;0;0;0;3;1;1;1024;230,03229;1775,888;398,93707;0;0;1;1;1;1;0;;;1;1;0;1;0;;1;1;1;4;1;1;1;4;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:b3f5de54-372f-45b0-ae2f-c0861ad3e2d5;1;1;0;0;0;0;0;1;0;0;0;0;0;3;-0,14101517;-0,66237783;1;43;19,6;2,5;11,6;20,7;5,1;24;1,6187449;0,8
3;0;0;2;1;0;0;0;0;0;35;4;1;0;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;6;5;10;8;1;3,6421764;3,6421764;0;0;0;0;1;0;;1;2,832804;2,832804;2,832804;0;0;0;1;0;1;1791,9999;632,58875;3107,8037;1097,0769;0;1;1;1;1;1;0;;;0;0;0;0;1;574,552;1;1;1;4;1;1;1;4;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:754b618d-cccb-4d88-974f-2f96d32de058;1;1;0;0;0;0;0;0;0;0;0;0;0;2;-0,40886134;-0,83594215;1;58;4,3;0,3;2,2;5,1;0,9;5,8;0,8093724;0,7777778
