hhmem_number;male_adults_over_65;female_adults_over_65;male_adults_15_65;female_adults_15_65;male_children_5_14;female_children_5_14;male_children_0_4;female_children_0_4;dep_ratio;head_age;head_age_cat;head_gender;head_education;incsource_biggest1;incsource_biggest2;hh_income_perc_cocoa;hh_income_perc_othercrops;hh_income_perc_livestock;hh_income_perc_fish;hh_income_perc_bushproducts;hh_income_perc_farmlabour;hh_income_perc_nonaglabour;hh_income_perc_smallbusiness;hh_income_perc_comp;hh_income_perc_govt;hh_income_perc_landsalelease;hh_income_perc_remittances;hh_income_perc_other;n_crops_produced;n_crops_sold;crops_important1;crops_important2;all_land_known_yn;all_land_cultivated_ha;all_land_owned_ha;all_land_leased_ha;all_land_scrop_abunu_ha;all_land_scrop_abusa_ha;all_land_fallow_ha;all_land_numlandparcels;all_land_leasedout_yn;all_land_leasedout_landunit_ha;cocoa_land_known_yn;cocoa_land_used_ha;cocoa_land_used_morethan5_ha;cocoa_land_owned_ha;cocoa_land_leased_ha;cocoa_land_scrop_abunu_ha;cocoa_land_scrop_abusa_ha;cocoa_land_numlandparcels;cocoa_intercrop_yn;cocoa_prod_known_yn;cocoa_prod_total_kgs;cocoa_prod_total_kgsha;cocoa_valueproduction_usd;cocoa_valueproduction_usd_ha;cocoa_gfert_yn;cocoa_lfert_yn;cocoa_herb_yn;cocoa_pest_yn;cocoa_fung_yn;cocoa_ferment_yn;cocoa_marketing_income_yn;cocoa_marketing_income_usd;cocoa_marketing_income_usdha;cocoa_certification_yn;cocoa_certification_clean_yn;cocoa_prodgroup_hhmem;cocoa_credit_yn;loan_lastyear_yn;loan_amount_usd;ls_dairy_cattle;ls_cows_bulls;ls_horses_donkeys_mules;ls_goats;ls_pigs;ls_rabbits;ls_grasscutter;ls_sheep;ls_chickens;ls_other_poultry;ls_other;foodsec1;foodsec2;foodsec3;foodsec4;foodsec5;foodsec6;foodsec7;foodsec8;foodsec9;foodsec10;foodsec11;foodsec12;instanceid;hh_income_1;hh_income_2;hh_income_3;hh_income_4;hh_income_5;hh_income_6;hh_income_7;hh_income_8;hh_income_9;hh_income_10;hh_income_11;hh_income_12;hh_income_13;n_hh_incomes;dhs;dhs_combined;dhs_quintile;PPI_SCORE;PPI_100_Nat;PPI_125dollar_day;PPI_200dollar_day;PPI_250dollar_day;PPI_190dollar_day;PPI_310dollar_day;non_cocoa_land;share_cocoa_land
4;1;0;0;1;1;1;0;0;3;68;8;1;3;1;2;0,5;0,2;0;0;0;0;0;0,25;0;0;0;0,05;0;5;3;10;24;0;;;;;;;;;;0;;;;;;;;1;0;;;;;0;1;0;1;1;1;;;;2;0;0;0;1;261,16;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:00c682ec-3050-4f3c-8de0-cb431bbdf2e1;1;1;0;0;0;0;0;1;0;0;0;1;0;4;;;;43;19,6;2,5;11,6;20,7;5,1;24;;
3;0;1;2;0;0;0;0;0;0,5;67;8;2;0;1;0;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;2;1;10;49;0;;;;;;;;;;0;;;;;;;;1;0;;;;;0;1;0;1;1;1;;;;2;0;1;0;1;13,058;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:d3a42ae6-2d8c-4a17-b45a-bda476a35c4f;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;36;29;3,7;16,2;31,4;7,9;35,4;;
6;0;0;0;3;3;0;0;0;1;40;5;2;0;1;2;0,75;0,2;0;0;0;0;0;0,05;0;0;0;0;0;8;2;10;33;1;3,6421764;3,8445196;0;0;0;0,20234314;1;0;;1;3,2374902;1,6187451;3,2374902;0;0;0;1;1;1;255,99998;158,14719;443,97195;274,26923;0;1;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:c5c8f30f-11fe-43c1-b857-fc5236562f70;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,15883468;-0,46807513;2;41;19,6;2,5;11,6;20,7;5,1;24;0,4046862;0,8888889
9;0;0;3;3;3;0;0;0;0,5;50;6;1;2;2;1;0,4;0,6;0;0;0;0;0;0;0;0;0;0;0;10;2;7;10;1;8,093725;8,093725;0;0;0;2,0234313;4;0;;1;3,4398332;1,8210882;3,4398332;0;0;0;1;1;1;320;175,71912;554,965;304,74362;1;0;0;1;0;1;0;;;0;0;0;0;0;;1;1;1;1;1;1;1;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:a47655be-01e6-4805-b65b-43d0ba7d39a4;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,17518272;-0,4574816;2;37;29;3,7;16,2;31,4;7,9;35,4;4,653892;0,42499998
3;0;0;0;2;1;0;0;0;0,5;42;5;2;2;1;2;0,8;0,19;0,01;0;0;0;0;0;0;0;0;0;0;4;3;10;35;1;2,4281175;2,4281175;0;0;0;0;2;0;;1;1,2140588;1,2140588;1,2140588;0;0;0;1;0;1;384,00003;316,29443;665,95807;548,5386;0;1;0;1;1;1;1;665,958;548,5385;1;1;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;3;3;2;3;uuid:d1c12bf6-080a-4f9d-88b3-770734376c2c;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,43107766;-0,29166168;2;37;29;3,7;16,2;31,4;7,9;35,4;1,2140588;0,5
5;0;0;1;1;2;0;0;1;1,5;33;4;1;2;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;5;3;10;34;0;;;;;;;;;;1;2,0234313;2,0234313;;;;;1;1;1;960;474,44162;1664,8949;822,80774;1;0;0;1;1;1;0;;;1;0;0;0;1;261,16;1;1;1;4;1;1;1;3;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:4b597425-4dc5-4994-960b-8eb2d689c18f;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;67;1,1;0;0,2;0,7;0,1;1,3;;
1;0;0;1;0;0;0;0;0;0;45;5;1;2;1;2;0,65;0,35;0;0;0;0;0;0;0;0;0;0;0;7;6;10;35;1;6,4749804;8,903098;0;8,903098;0;0;2;0;;1;6,4749804;4,0468626;0;0;6,4749804;0;2;1;1;703,99994;173,96191;1220,923;301,69617;1;0;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;2;2;2;2;2;3;3;3;3;uuid:02fc29cd-613a-4bfd-8849-e9d0cb50651d;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,11392185;-0,49717864;2;59;4,3;0,3;2,2;5,1;0,9;5,8;0;1
6;0;0;2;3;1;0;0;0;0,2;53;6;2;2;1;2;0,6;0,2;0;0;0;0;0;0,1;0,1;0;0;0;0;8;4;10;35;0;;;;;;;;;;0;;;;;;;;1;1;;;;;0;1;0;1;1;1;0;;;1;0;1;1;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:23b21901-b6d7-475d-80e0-64992c91da33;1;1;0;0;0;0;0;1;1;0;0;0;0;4;;;;38;29;3,7;16,2;31,4;7,9;35,4;;
7;0;0;1;1;2;2;1;0;2,5;48;6;1;0;1;;0,5;0,2;0,3;0;0;0;0;0;0;0;0;0;0;6;5;10;49;0;;;;;;;;;;1;5,2609215;2,832804;;;;;3;1;0;;;;;1;1;0;1;1;1;;;;2;0;0;0;1;156,696;1;1;1;4;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:17419ff1-8c9d-47ef-b85e-4aa5d74045eb;1;1;1;0;0;0;0;0;0;0;0;0;0;3;;;;27;53,3;12,1;38,5;57,1;25,1;62,1;;
8;0;0;3;5;0;0;0;0;0;61;7;1;5;2;12;0,1;0,45;0;0;0;0;0;0,1;0;0,1;0;0,25;0;6;5;35;23;1;8,093725;1,6187451;0;0;0;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:d051d2d5-d790-4a23-9884-9fabc40abf67;1;1;0;0;0;0;0;1;0;1;0;1;0;5;0,09655304;-0,50843364;2;31;40,2;7,2;27,1;41,3;16,5;45,4;;
5;0;0;1;1;2;1;0;0;1,5;32;4;1;2;8;2;0;0,15;0;0;0;0;0;0,85;0;0;0;0;0;4;2;33;35;1;1,2140588;1,2140588;0;0;0;0,40468627;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;2;1;1;1;3;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:0cbf639a-6f1a-4448-b3dc-55b424cf2a84;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0,044749483;-0,5420023;2;60;2,2;0;1;2,1;0,4;2,9;;
9;0;0;3;1;2;2;1;0;1,25;50;6;1;0;2;0;0;0,85;0;0,1;0;0;0;0,05;0;0;0;0;0;6;5;38;47;1;9,914814;0;5,867951;4,0468626;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;4;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:ff2f6ebe-2fd0-447c-821c-ba07211094e3;0;1;0;1;0;0;0;1;0;0;0;0;0;3;0,26513332;-0,3991936;2;29;53,3;12,1;38,5;57,1;25,1;62,1;;
2;0;0;1;1;0;0;0;0;0;62;7;1;1;1;0;0,98;0;0,02;0;0;0;0;0;0;0;0;0;0;1;1;10;49;1;2,4281175;2,4281175;0;0;0;0;2;0;;1;2,4281175;2,4281175;2,4281175;0;0;0;2;0;1;768;316,2944;1331,916;548,5385;0;0;1;1;1;1;1;1331,916;548,5385;1;1;0;0;1;783,48;1;1;1;1;1;1;1;1;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:7203b4bb-e0d9-42e0-9158-413f046f87b7;1;0;1;0;0;0;0;0;0;0;0;0;0;2;-0,034741413;-0,5935124;1;45;11,7;0,6;5,3;12,8;2,4;16,1;0;1
7;0;0;3;3;1;0;0;0;0,16666667;39;5;1;2;1;8;0,5;0,1;0;0;0;0;0;0,4;0;0;0;0;0;3;3;10;35;1;2,0234313;2,0234313;0;0;0;0;1;0;;1;1,6187451;0,80937254;1,6187451;0;0;0;1;0;0;;;;;1;1;0;1;0;1;;;;2;0;0;0;0;;1;1;1;2;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:e855e63b-be73-49d1-a6ac-65378ed32ec9;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,4185606;-0,29977274;2;51;7,2;0,4;2,5;6,8;1;9,5;0,4046862;0,8
4;0;0;1;3;0;0;0;0;0;45;5;2;0;1;2;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;4;4;10;8;1;4,0468626;3,2374902;0;3,2374902;0,80937254;0;1;0;;1;3,2374902;2,4281175;3,2374902;0;0;0;1;0;0;;;;;0;1;1;1;1;1;;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:cbfbffb5-240f-400c-ac05-de822e5ee22a;1;1;0;0;0;0;0;0;0;0;0;0;0;2;-0,2116633;-0,70815784;1;44;19,6;2,5;11,6;20,7;5,1;24;0,8093724;0,8
6;0;0;2;2;2;0;0;0;0,5;47;6;1;3;1;2;0,4;0,45;0;0;0;0;0;0,05;0;0;0;0,1;0;7;4;10;34;1;6,4749804;7,284353;0;0;0;0,80937254;3;0;;1;3,6421764;3,6421764;3,6421764;0;0;0;2;1;1;1280;351,43823;2219,86;609,48724;1;0;0;1;1;1;0;;;1;1;1;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;2;2;2;2;2;3;3;3;3;uuid:8dbef2dd-c719-43dc-8806-d4b8a46d00a0;1;1;0;0;0;0;0;1;0;0;0;1;0;4;0,6055148;-0,17862639;2;58;4,3;0,3;2,2;5,1;0,9;5,8;2,832804;0,5625
6;0;0;1;1;3;1;0;0;2;50;6;1;2;8;1;0,42;0;0;0;0;0;0;0,58;0;0;0;0;0;10;1;10;49;1;;;;;;;1;0;;0;;;;;;;;1;0;;;;;0;0;0;1;1;1;;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;2;2;2;2;2;3;3;3;3;uuid:63e2de8e-7ff8-4dd9-b936-2b5618ac27b8;1;0;0;0;0;0;0;1;0;0;0;0;0;2;;;;45;11,7;0,6;5,3;12,8;2,4;16,1;;
6;0;0;1;1;2;1;1;0;2;54;6;1;0;1;2;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;2;2;10;7;1;2,832804;2,832804;0;0;0;0;1;0;;1;1,6187451;1,6187451;1,6187451;0;0;0;1;0;1;512;316,2944;887,94403;548,5385;1;0;0;0;1;1;1;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:dfa6813a-c2e9-4b41-939f-a89c0b756525;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,5700827;-0,2015864;2;42;19,6;2,5;11,6;20,7;5,1;24;1,2140589;0,57142854
10;0;0;3;2;0;4;0;1;1;65;7;1;4;8;9;0,15;0;0;0;0;0;0;0,5;0,35;0;0;0;0;7;5;10;35;0;;;;;;;;;;1;1,6187451;1,2140588;;;;;1;1;1;128;105,43147;221,98601;182,84618;0;1;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;2;1;3;3;3;3;3;3;3;3;3;2;3;3;uuid:4af6d0c4-d508-4b80-93d9-124139c96555;1;0;0;0;0;0;0;1;1;0;0;0;0;3;;;;25;53,3;12,1;38,5;57,1;25,1;62,1;;
;;;;;;;;;;66;8;1;2;13;13;0,85;0,05;0;0;0;0;0;0,05;0,05;0;0;0;0;6;1;10;6;1;6,070294;2,0234313;0;0;4,0468626;0;2;0;;1;6,070294;6,070294;2,0234313;0;0;4,0468626;2;1;1;4800;790,736;8324,476;1371,3463;0;1;1;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;2;3;3;3;3;3;3;3;3;3;2;3;3;uuid:fa266fb8-4718-4620-a1f7-791b6e183d5e;1;1;0;0;0;0;0;1;1;0;0;0;0;4;;;;;;;;;;;0;1
7;0;0;4;3;0;0;0;0;0;55;6;1;0;2;2;0;0,8;0,1;0;0;0;0;0,1;0;0;0;0;0;2;2;38;24;1;0,80937254;0;0,80937254;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;78,348;1;1;1;3;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:ec31e0ff-5ec2-4772-a826-20d1a25d27cf;0;1;1;0;0;0;0;1;0;0;0;0;0;3;-0,38810346;-0,82249105;1;30;40,2;7,2;27,1;41,3;16,5;45,4;;
13;0;0;4;1;3;2;2;1;1,6;34;4;1;2;2;2;0;0,95;0;0;0;0,05;0;0;0;0;0;0;0;5;4;24;8;1;10,926529;0;8,093725;2,832804;0;6,070294;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;2;1;1;1;2;4;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:3bb5b77b-07a0-460f-ab24-bd06efa3d608;0;1;0;0;0;1;0;0;0;0;0;0;0;2;-0,60184664;-0,9609966;1;36;29;3,7;16,2;31,4;7,9;35,4;;
7;0;0;1;1;2;2;0;1;2,5;42;5;1;5;8;2;0,1;0,3;0;0;0;0;0;0,6;0;0;0;0;0;5;5;8;24;1;2,2257745;4,0468626;0;0;1,2140588;1,8210882;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;4;1;1;1;1;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:712c5bcd-ba53-43d2-83d7-53a512550db7;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,53897583;-0,22174366;2;48;11,7;0,6;5,3;12,8;2,4;16,1;;
5;0;0;1;1;0;2;0;1;1,5;27;4;1;2;2;6;0;0,55;0;0;0;0,45;0;0;0;0;0;0;0;6;3;33;27;1;2,4281175;0;0;2,4281175;6,8796663;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:d60dcbd6-5bb4-4780-b189-784754a20978;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0,3702144;-0,33110106;2;44;19,6;2,5;11,6;20,7;5,1;24;;
7;0;0;1;1;1;3;0;1;2,5;40;5;1;2;1;2;0,45000002;0,35000002;0;0;0;0;0;0,20000002;0;0;0;0;0;9;6;10;24;1;4,451549;6,070294;0;0;0;1,6187451;1;0;;1;2,0234313;1,6187451;2,0234313;0;0;0;1;1;1;480;296,526;832,44745;514,2548;0;0;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;2;1;1;1;2;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:08742143-7c91-4593-915a-7404122b9165;1;1;0;0;0;0;0;1;0;0;0;0;0;3;-0,25228104;-0,7344781;1;35;29;3,7;16,2;31,4;7,9;35,4;2,4281178;0,45454544
6;0;0;1;1;2;1;1;0;2;42;5;1;3;1;2;0,7;0,27;0,03;0;0;0;0;0;0;0;0;0;0;4;4;10;12;1;2,0234313;2,0234313;0;0;0;0;2;0;;1;2,0234313;1,2140588;2,0234313;0;0;0;2;1;1;960;790,736;1664,895;1371,3463;1;0;0;0;1;1;1;1664,895;1371,3463;1;1;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:800e065e-b7f3-45a1-876a-c36b336cac9e;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,7136012;-0,10858644;2;50;7,2;0,4;2,5;6,8;1;9,5;0;1
10;0;0;3;2;3;1;0;1;1;54;6;1;1;2;1;0,35000002;0,45000002;0;0;0;0;0;0,20000002;0;0;0;0;0;10;8;10;24;1;10,926529;12,140588;0;3,2374902;0;1,2140588;4;0;;1;7,284353;6,070294;6,4749804;0;0,80937254;0;3;1;1;2816;463,89847;4883,692;804,52313;0;0;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;2;2;2;2;2;3;3;3;uuid:08354d9c-aace-4ecc-ba80-72084d0ab159;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,5439805;-0,21850064;2;31;40,2;7,2;27,1;41,3;16,5;45,4;3,6421762;0,6666667
4;0;1;1;1;0;1;0;0;1;87;8;2;0;8;8;0;0,2;0;0;0;0;0;0,6;0;0;0;0,2;0;3;1;35;49;1;7,284353;7,284353;0;0;0;0;1;1;1,6187451;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:c81ad676-d298-4677-b86d-e8918cc135e1;0;1;0;0;0;0;0;1;0;0;0;1;0;3;-0,6014214;-0,9607211;1;32;40,2;7,2;27,1;41,3;16,5;45,4;;
5;0;0;3;2;0;0;0;0;0;40;5;2;2;1;8;0,6;0,1;0;0;0;0;0;0,3;0;0;0;0;0;4;4;10;35;1;4,856235;4,856235;0;0;0;0,80937254;3;0;;1;4,0468626;3,2374902;4,0468626;0;0;0;3;1;1;1408;434,9048;2441,846;754,2404;1;1;0;1;1;1;0;;;0;0;0;0;1;104,464;1;1;1;1;1;1;2;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:690df54b-d5cd-4bc7-b055-70def42b0052;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,4182152;-0,29999655;2;63;2,2;0;1;2,1;0,4;2,9;0,8093724;0,8333334
8;0;1;2;3;2;0;0;0;0,6;75;8;2;;1;8;0,8;0,05;0;0;0;0,05;0;0,1;0;0;0;0;0;4;3;10;35;0;;;;;;;;;;1;4,0468626;2,4281175;;;;;3;1;1;960;395,368;1664,895;685,67316;0;0;0;1;0;1;0;;;1;0;1;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:61b41d62-2637-4d58-ad03-243f9c160383;1;1;0;0;0;1;0;1;0;0;0;0;0;4;;;;36;29;3,7;16,2;31,4;7,9;35,4;;
9;0;0;3;2;1;3;0;0;0,8;65;7;1;0;1;2;0,7;0,25;0;0;0;0;0;0;0;0;0;0;0,05;3;2;10;12;1;3,8445196;3,8445196;0;0;0;0;1;0;;1;3,6421764;3,6421764;3,6421764;0;0;0;1;0;1;1344;369,01013;2330,8528;639,96155;0;0;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;uuid:ee0c76f5-8c06-4eca-897d-0d667f4da9c5;1;1;0;0;0;0;0;0;0;0;0;0;1;3;0,2664146;-0,39836332;2;18;66,8;24,5;55,2;71,5;39,9;74,7;0,20234323;0,9473684
4;0;0;1;1;1;0;0;1;1;35;4;1;2;1;2;0,95;0,05;0;0;0;0;0;0;0;0;0;0;0;5;5;10;35;1;9,307784;4,0468626;0;0;5,2609215;1,2140588;3;0;;1;9,307784;9,307784;4,0468626;0;0;5,2609215;3;1;1;1920;206,27896;3329,7898;357,7425;0;1;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:88d367ee-4268-43ca-aad5-3897472d2bb2;1;1;0;0;0;0;0;0;0;0;0;1;0;3;0,3035445;-0,37430316;2;48;11,7;0,6;5,3;12,8;2,4;16,1;0;1
5;0;1;1;1;1;1;0;0;1,5;83;8;2;0;1;3;0,65;0;0,25;0;0;0,1;0;0;0;0;0;0;0;5;1;10;12;1;8,093725;8,093725;0;0;0;0;1;0;;1;8,093725;8,093725;8,093725;0;0;0;1;1;1;1536;189,77664;2663,832;329,1231;0;0;0;1;1;1;0;;;2;0;0;0;1;261,16;1;1;1;1;1;1;1;4;1;3;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:350686e8-0c86-462d-a1b3-9ea095dbf47e;1;0;1;0;0;1;0;0;0;0;0;0;0;3;-0,6149852;-0,96951044;1;31;40,2;7,2;27,1;41,3;16,5;45,4;0;1
8;1;0;1;4;1;0;1;0;0,6;36;5;1;2;2;1;0,3;0,6;0;0;0;0;0;0,1;0;0;0;0;0;7;6;10;17;1;1,2140588;12,140588;0;0;0;;1;0;;1;1,2140588;0;1,2140588;0;0;0;1;1;1;;;;;0;0;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:550e20d0-de42-480e-86dd-2e55caba5ddc;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,26650643;-0,39830384;2;27;53,3;12,1;38,5;57,1;25,1;62,1;0;1
11;0;0;1;3;3;3;1;0;1,75;56;7;1;0;2;13;0,05;0,55;0;0;0;0;0;0,4;0;0;0;0;0;13;9;5;27;1;4,856235;6,4749804;1,6187451;0;0;2,4281175;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;3;1;1;1;2;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:10aac10c-14c9-4c8d-bdb0-c3cd30909560;1;1;0;0;0;0;0;1;0;0;0;0;0;3;1,0514485;0,110338606;3;48;11,7;0,6;5,3;12,8;2,4;16,1;;
4;0;0;2;1;1;0;0;0;0,33333334;59;7;1;0;2;1;0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;7;5;38;8;1;1,8210882;2,4281175;0;1,8210882;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;2;2;1;1;3;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:04b44cba-882b-442a-b2c9-2908785786c4;1;1;0;0;0;0;0;0;0;0;0;0;0;2;-0,23787004;-0,7251398;1;50;7,2;0,4;2,5;6,8;1;9,5;;
5;0;0;1;1;1;1;1;0;1,5;32;4;1;2;2;3;0,05;0,5;0,3;0;0;0;0;0,15;0;0;0;0;0;9;7;10;33;1;6,4749804;0;2,4281175;4,0468626;0;0;4;;;1;2,0234313;0;0;0;2,0234313;0;1;1;1;;;;;0;1;1;1;1;1;0;;;1;0;0;0;0;;1;1;1;4;1;2;1;1;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:0fbb0f32-9b0b-4d77-b953-ec42c1b95a42;1;1;1;0;0;0;0;1;0;0;0;0;0;4;-0,089562185;-0,6290363;1;52;7,2;0,4;2,5;6,8;1;9,5;4,451549;0,3125
6;0;0;2;2;1;1;0;0;0,5;52;6;1;2;8;2;0,15;0,35;0;0;0;0;0;0,5;0;0;0;0;0;7;5;48;33;1;2,832804;3,4398332;0;1,6187451;0;2,2257745;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;652,9;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:203c8e79-3a23-40d0-b056-4100d2a7949b;1;1;0;0;0;0;0;1;0;0;0;0;0;3;-0,16370793;-0,6770827;1;44;19,6;2,5;11,6;20,7;5,1;24;;
6;0;0;1;2;0;2;0;1;1;55;6;2;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;4;3;35;8;1;1,6187451;0;0;1,6187451;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:a4c8b4f1-3188-49f8-b055-2bf442300a8b;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0,1392703;-0,48075286;2;34;40,2;7,2;27,1;41,3;16,5;45,4;;
4;0;1;2;1;0;0;0;0;0,33333334;82;8;2;0;1;2;0,7;0,2;0;0;0;0;0;0;0;0;0;0,1;0;9;5;10;45;0;;;;;;;;;;0;;;;;;;;1;1;;;;;0;1;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:4318dfca-dd23-4a4e-8586-99ad5bef0255;1;1;0;0;0;0;0;0;0;0;0;1;0;3;;;;43;19,6;2,5;11,6;20,7;5,1;24;;
6;0;0;1;1;1;0;1;2;2;55;6;1;2;1;0;0,84;0,01;0,15;0;0;0;0;0;0;0;0;0;0;2;2;10;49;1;4,0468626;4,0468626;0;0;0;0;6;0;;1;4,0468626;4,0468626;4,0468626;0;0;0;6;1;1;2560;632,5888;4439,72;1097,077;0;0;0;1;1;1;1;4439,72;1097,077;1;1;0;0;0;;1;1;1;1;1;1;1;1;4;1;1;3;3;2;3;3;2;3;2;3;2;3;3;uuid:9fedb500-08a0-49f8-ab57-41959131574d;1;1;1;0;0;0;0;0;0;0;0;0;0;3;-0,027108083;-0,58856606;1;30;40,2;7,2;27,1;41,3;16,5;45,4;0;1
8;0;0;2;2;2;0;1;1;1;36;5;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;4;35;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;130,58;1;1;1;1;1;1;1;2;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:4aeb9da6-b306-4216-8645-317219c50896;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;40;19,6;2,5;11,6;20,7;5,1;24;;
